,fidelities
916,0.602013901934563056
917,0.006688883993774652481
918,0.65036597243639715504
919,0.45855617889050159786
920,0.26187410557727952565
921,0.806873381007301993
922,0.5079378003283220311
923,0.62536811228507749316
924,0.8077594337816996761
925,0.40067394552424168142
926,0.007594658061861991015
927,0.92404927012458548674
928,0.7378493509495887004
929,0.7949221114432053481
930,0.7619857978520671038
931,0.97487273167399257634
932,0.63312185768159656707
933,0.0053186890070847682443
934,0.63715441541060446884
935,0.0058549900487933339774
936,0.6000539185740233483
937,0.62466566294643555146
938,0.07048718005941971565
939,0.0065188887195362478846
940,0.006550488993525505066
941,0.6630107815559800333
942,0.7874909395607265772
943,0.008001580919919476856
944,0.0070500099100172528357
945,0.03416680758158183867
946,0.0049869838853751355737
947,0.9711315893086718276
948,0.9419269343884332235
949,0.08041805572315224859
950,0.50694984423747646574
951,0.61893122096186059533
952,0.49847247585915199775
953,0.80378098377917361894
954,0.80647668606124855994
955,0.8061693553623046071
956,0.26575831426076290676
957,0.071864483567673151376
958,0.021588349375262994023
959,0.63158851075793154273
960,0.60757867487342398505
961,0.7443223422570923731
962,0.8056755796081286336
963,0.97246723841378412967
964,0.0062578041627816870587
965,0.61584460924594131015
966,0.6126770759007718059
967,0.94845382536496791737
968,0.9804227452479188365
969,0.97568694730079996713
970,0.6535029369576487168
971,0.0063577387481927871704
972,0.6143085070477959375
973,0.6101892406161067983
974,0.017780514179392345464
975,0.9788469717325208874
976,0.6437808417368384717
977,0.80550663353666895894
978,0.60525006185770235945
979,0.0049765977266801276688
980,0.093010959203316173616
981,0.0075954552739858635993
982,0.0072980951517820349603
983,0.007275694049894809723
984,0.79997078252900499784
985,0.8076386894726382826
986,0.9775341146249449942
987,0.60025529545052469516
988,0.6068254213942351205
989,0.8062836290525093874
990,0.66345945974338449425
991,0.80751999050302547545
992,0.006369236391037701693
993,0.6301876421877203871
994,0.36752207887853094448
995,0.04609980710230879991
996,0.7859585455536135523
997,0.0778881975788803943
998,0.5581245094396237727
999,0.40050541735479422423
1000,0.005527623039370818843
1001,0.66176593155723351103
1002,0.011325667477700569405
1003,0.49832324153094048613
1004,0.007865529507398605347
1005,0.6232495552956839324
1006,0.7859529676286496347
1007,0.17002157696034564394
1008,0.9748622036961822612
1009,0.9671679397531590672
1010,0.0048744678634877842624
1011,0.016611974212549947966
1012,0.25665864487709172392
1013,0.650791848797703798
1014,0.0060390756646113664605
1015,0.63383866117587950306
1016,0.58401578785075758393
1017,0.9792884938581528642
1018,0.6212252945608504051
1019,0.9715592756925506279
1020,0.61112766935226603415
1021,0.62772018244972416223
1022,0.63072674649800131164
1023,0.05195530441747430589
1024,0.006368283182382583618
1025,0.96759058155826205283
1026,0.006629857234656809893
1027,0.005474875259153555093
1028,0.35325481911912393063
1029,0.6277834969244296959
1030,0.58587195555721893747
1031,1.0
1032,0.0067448243498802176385
1033,0.9575833590739675216
1034,0.96624595660414669407
1035,0.027734454423128648837
1036,0.007229672744870185852
1037,0.97656680412843033245
1038,1.0
1039,0.9718292056614576957
1040,0.6163496178746109555
1041,0.0059357762893964072584
1042,0.80683997876179880393
1043,0.006113696110655844791
1044,0.0047726686855456860667
1045,0.007889204528724639079
1046,0.20965742246160554152
1047,0.06631210009798269023
1048,0.24015364963482571659
1049,0.6260667721173958089
1050,0.96589213473303092705
1051,0.5411446496544002338
1052,0.6352761762349987684
1053,0.011824757784606957506
1054,0.26636007362987634828
1055,0.80558693408966064453
1056,0.0073654214720929372592
1057,0.8067596348778781623
1058,0.00712202070280909625
1059,0.73790212188868520293
1060,0.63280941399799051084
1061,0.6146836750484190315
1062,1.0
1063,1.0
1064,0.80602648590090075764
1065,0.51418865526285628675
1066,1.0
1067,0.6208187280480714776
1068,0.6191740501818886466
1069,0.805695652961730846
1070,0.18234439437493846214
1071,0.020397148864899926346
1072,0.96903333049831819057
1073,0.9704182599914010776
1074,0.7251935172292709453
1075,0.0053156763315200805664
1076,0.9735475547228901183
1077,0.94191030996118418894
1078,0.6408379574906206688
1079,0.072374136039558362166
1080,0.5188631899639249978
1081,0.19611774401254047917
1082,0.006064216140657662478
1083,0.0055114159460712642755
1084,0.6148021227025968205
1085,0.0069477105155314727164
1086,0.6226568064790600765
1087,0.9505096494824536446
1088,0.80563521385192871094
1089,1.0
1090,0.9615284827123372624
1091,0.24116816651560521456
1092,0.005370113894726971475
1093,0.8050243258476256214
1094,0.6287470948053018871
1095,1.0
1096,0.6260213953458952929
1097,0.014305555424715994325
1098,0.7707951922349306484
1099,0.63078349394991006793
1100,0.40052962273863829123
1101,0.5276807376953768225
1102,0.006867750082165002823
1103,0.6379604216026664165
1104,0.106488741595263572415
1105,0.97028566795662540834
1106,1.0
1107,0.80486058657584935716
1108,0.9500976728343971667
1109,0.62445354846341638577
1110,0.4202837746148225806
1111,0.6091765456655717781
1112,1.0
1113,0.68861500385296470217
1114,0.62926481022081237615
1115,0.005752471911768550737
1116,0.70173279230526675043
1117,0.25528131792310715387
1118,0.61237500784641729634
1119,0.004848963115364313993
1120,0.00545954238623380661
1121,0.8052921295166014515
1122,0.26582194072657133743
1123,0.5309714890434974466
1124,0.005571315996348858747
1125,0.9758074442695213735
1126,0.66490169218012262764
1127,0.97816867259987161365
1128,0.6243758025418890689
1129,0.08432106074801956619
1130,0.72087720811037381274
1131,0.71269404671190583755
1132,0.008697748603724575478
1133,0.4421921256219770724
1134,0.6284636465372960279
1135,0.34125795424327715066
1136,0.006381703540682793531
1137,0.8062475720653046185
1138,0.15587778723902603883
1139,0.63267088399737070326
1140,0.80631617319073345396
1141,0.61946312791688862287
1142,0.7870471061376244082
1143,0.0057924915705478453865
1144,0.33848072056169414834
1145,0.96617269045517784054
1146,0.61610442474722637574
1147,0.6247861758179762415
1148,0.4051083160548348827
1149,0.97243863919704920384
1150,0.93535169658453320984
1151,0.627188592743303186
1152,0.8040364980697631836
1153,0.099963006918465560635
1154,0.95798831246706073195
1155,0.81531897898841976247
1156,0.7985965683143951832
1157,0.67951193808953147535
1158,0.2669651324229662115
1159,0.0056756949052214613824
